device_id,n_rows,Subject_ID_D
2f7dcaab-f141-4863-ad19-f75da1cca73e,20,NOT_MAPPED
324ad686-4969-467e-af36-79d33b818678,20,NOT_MAPPED
3de4d5f5-4fc3-49a2-ac9c-42bcd3a881c2,20,NOT_MAPPED
4676fcd9-70f4-4e57-bc8a-cdcb1c7f1024,20,NOT_MAPPED
47ec496e-c23a-444f-8d7c-59e7ccfe0b92,20,NOT_MAPPED
4b268122-84fd-4e27-8cf6-cd0b9453c44a,20,NOT_MAPPED
4c45b0dd-f7a9-4751-bf68-04d5ae175bbc,20,NOT_MAPPED
4f6a475c-1ee0-4dd3-b50e-f6640d4e7215,20,NOT_MAPPED
538b5097-7c46-42d2-8109-d80dda13969a,20,NOT_MAPPED
56310dad-830b-4ffa-85c1-7499c9b170b6,20,NOT_MAPPED
5870a3ce-bb2c-482e-9afb-19707837313d,20,NOT_MAPPED
5aec6281-2d14-49f2-93b4-591c022f1cee,20,NOT_MAPPED
60bef7a6-7505-40a1-95f6-3dbe3abf6d0d,20,NOT_MAPPED
692e0587-c52c-4e7c-b132-39b8e5e8bf04,20,NOT_MAPPED
7acb8f40-c7d5-4a81-859f-baea69eb199f,20,NOT_MAPPED
7bdfb30f-6f10-411f-92df-c216f201ccca,20,NOT_MAPPED
7e054d71-258b-4781-83cc-ee4f93286f38,20,NOT_MAPPED
8e3f16de-7121-46ee-bda6-e216b6bc9d0e,20,NOT_MAPPED
8f07a360-24bd-4553-82a8-70aa6d9c8bed,20,NOT_MAPPED
90f2453c-fbed-4836-a680-84c65061f0f0,20,NOT_MAPPED
94cadf70-3c2f-4dd0-aa58-994cd200efef,20,NOT_MAPPED
9c6256b1-8ef1-428c-9575-14cfd77f350c,20,NOT_MAPPED
a0a2f664-0ccd-400c-995e-0343879024c7,20,NOT_MAPPED
a8de87de-3434-4270-9570-16a2d39808b1,20,NOT_MAPPED
b13cfc2d-eccc-4ad9-abb3-826191bc22ca,20,NOT_MAPPED
b37da208-5e2c-42b0-9524-adfcf04e8bd9,20,NOT_MAPPED
b9ea74b8-cbe8-49e3-b9e2-611dee232de7,20,NOT_MAPPED
c31dc4f2-ba44-4389-9203-35787faa2a3e,20,042
c4e163fe-514b-463d-af94-90715e527c43,20,NOT_MAPPED
ca05ab33-78f5-4420-abd2-191bbb233693,20,NOT_MAPPED
d0d4f7b7-1349-4258-bde2-860006f07f2b,20,NOT_MAPPED
e7c5c263-6096-4d0d-948d-283e52cb05cf,20,NOT_MAPPED
eb2d8c9d-e59a-4271-aae5-6bf2242efa09,20,NOT_MAPPED
f05d1ae1-abd1-40ef-a02f-7045a8422996,20,NOT_MAPPED
f2682971-42ee-4500-870b-848c3fa9303c,20,NOT_MAPPED
fb21e05e-4b21-4986-89b4-e152675a1456,20,NOT_MAPPED
04e6c4bb-f94e-4080-a770-9f29e840a12e,19,NOT_MAPPED
155c4afb-ca94-43f6-940e-8e9fb72c1db7,19,NOT_MAPPED
39040ab2-0443-461d-a430-e5679b65a23e,19,NOT_MAPPED
52365e78-0c95-4ab5-8936-b7f06f2881bd,19,NOT_MAPPED
5e9782f1-41d7-4dd3-a7ff-4eba21c13308,19,NOT_MAPPED
71f18562-7a3e-4b4f-9147-8ffa8549c019,19,081
9d5e51de-e299-4914-9b49-de526af37c48,19,NOT_MAPPED
9e01ea94-cdaf-4198-8c42-38a1b1757646,19,NOT_MAPPED
bab65a45-7046-4615-a28c-ae934f0e1de7,19,NOT_MAPPED
bd2b4840-4b04-4a39-8357-1e18632c2858,19,NOT_MAPPED
01fa7a88-fb32-4f2d-9363-54ccc07e294c,18,NOT_MAPPED
026117a8-f724-472c-ae17-3339ef963fe5,18,NOT_MAPPED
03cdb03d-c059-4287-a37f-fcea12fa8929,18,NOT_MAPPED
12fada43-7fb7-4147-9e3b-1cb07f3cbf3e,18,NOT_MAPPED
2f1f5677-1e4b-4506-9167-b26ca554eebd,18,064
62776eb5-34c3-4ad9-84a0-425b36de1c64,18,NOT_MAPPED
6b4241e9-49a3-44c4-9e2e-da71e23cf302,18,NOT_MAPPED
8927f5c5-2267-4a35-bef7-607e6a8e2f65,18,NOT_MAPPED
93347d49-e042-47c4-8ff2-bef0312a7e0a,18,NOT_MAPPED
9695d54e-8e36-4a16-aed6-bb694dc2d6c4,18,NOT_MAPPED
ae06d340-01b1-4f50-9175-58b1dc584a94,18,NOT_MAPPED
bba70b1b-bcb9-4ca4-8bb2-ab32daebc109,18,NOT_MAPPED
ce2f69d7-44c8-45e5-87be-ba3065f2b795,18,NOT_MAPPED
e77e2d29-242d-449a-b1ff-3edb8a115efc,18,NOT_MAPPED
ebc2be1a-6eaa-4367-91b8-d1b265d86206,18,058
f43bd299-0b68-4c88-8534-16084d9329ea,18,NOT_MAPPED
1286878b-cbad-453e-90cd-6c409f3d16e0,17,NOT_MAPPED
166412c7-56b0-46e7-9a38-3b860ec3b869,17,NOT_MAPPED
299ab4f0-0def-4162-b40d-bdd5e1cd27cd,17,NOT_MAPPED
500e3a83-ab84-4813-996b-6785eb792ac7,17,NOT_MAPPED
5959af69-c304-4da5-8497-1ba076b268ea,17,NOT_MAPPED
6051a9bf-951f-4ebc-95ab-b89ca9eebfb0,17,NOT_MAPPED
