chunk_index,chunk_start_ms,chunk_end_ms,chunk_start_local,chunk_end_local,local_hour,is_night_22_06,valid_sample_count,status,observed_span_seconds,median_interval_ms,p95_interval_ms,max_gap_seconds,gap_count_gt_1s,gap_burden_fraction,gravity_baseline_median,magnitude_mean,magnitude_sd,dynamic_magnitude_mean,dynamic_magnitude_median,dynamic_magnitude_sd,high_motion_fraction,dominant_frequency_hz,total_power,very_low_lt_0_3hz_power,very_low_lt_0_3hz_power_ratio,handling_0_3_1hz_power,handling_0_3_1hz_power_ratio,walking_like_1_3hz_power,walking_like_1_3hz_power_ratio,vigorous_2_5_4hz_power,vigorous_2_5_4hz_power_ratio,shaking_like_3_8hz_power,shaking_like_3_8hz_power_ratio,high_freq_8_12hz_power,high_freq_8_12hz_power_ratio,walking_like_power_ratio,shaking_like_power_ratio,chunk_state_candidate
11,1736323347852,1736323647852,2025-01-08 10:02:27+0200,2025-01-08 10:07:27+0200,10,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.904225474599436,9.905548068484686,0.03808127382607389,0.016653849665805368,0.009696870306751926,0.03427217475023254,0.0,0.016666666666666666,0.0008107416066250915,0.00021749773455494894,0.26827010329510037,0.0002241645935251626,0.2764932645535512,0.0003476117725820627,0.42875778144541143,4.9802763428603905e-05,0.061428651276354225,1.7442458158555497e-05,0.02151420133865333,,,0.42875778144541143,0.02151420133865333,still_phone_candidate
12,1736323647852,1736323947852,2025-01-08 10:07:27+0200,2025-01-08 10:12:27+0200,10,False,2427,ok,299.804,200.0,200.0,0.215,0,0.0,9.933748742373105,10.08650307403597,1.3474120463504913,0.612392203954208,0.18796007795644698,1.2098879687922741,0.21549237742068397,0.03333333333333333,0.32786123770020276,0.197546611500333,0.6025311588708459,0.06507458519301039,0.198482094588183,0.07201719582429619,0.21965754881383362,0.01341563432240486,0.04091863501922162,0.005713463318506311,0.017426467851410717,,,0.21965754881383362,0.017426467851410717,low_motion_phone_candidate
13,1736323947852,1736324247852,2025-01-08 10:12:27+0200,2025-01-08 10:17:27+0200,10,False,3204,ok,299.96,20.0,201.0,0.211,0,0.0,9.79326873012147,9.971758539245407,1.5752600646084765,0.8684913533445108,0.36744269139185004,1.326282644189096,0.3504993757802747,0.016666666666666666,1.5402034495560146,0.6132485044611695,0.3981607135329732,0.4572303746043531,0.2968636219690043,0.47407696307414093,0.3078015201243708,0.08160125122169998,0.05298082616632412,0.04134118682845174,0.02684138049448527,,,0.3078015201243708,0.02684138049448527,phone_handling_motion_candidate
14,1736324247852,1736324547852,2025-01-08 10:17:27+0200,2025-01-08 10:22:27+0200,10,False,17331,ok,299.806,10.0,20.0,0.207,0,0.0,9.7893246911515,9.913849803855124,1.5421674637767273,0.7878382013889742,0.2294497049515627,1.331577244645454,0.30771450002885004,0.016666666666666666,0.5482619032281946,0.24174290980185806,0.44092596691191427,0.09301999217126183,0.16966342476753407,0.1744186276902679,0.3181301247875914,0.04969423702903607,0.09063959530369303,0.07354011240549808,0.1341331797312381,,,0.3181301247875914,0.1341331797312381,phone_handling_motion_candidate
15,1736324547852,1736324847852,2025-01-08 10:22:27+0200,2025-01-08 10:27:27+0200,10,False,13711,ok,299.81,10.0,200.0,0.209,0,0.0,9.772226088597405,9.834045528090643,0.906634011319762,0.3843937368553256,0.1570160357701944,0.8234369002221235,0.12522791918897236,0.016666666666666666,0.2767152945871313,0.12768894832302527,0.4614452139826299,0.06810696142602045,0.24612648002575488,0.06196797974531027,0.22394128896188634,0.026332428897687204,0.09516072805797053,0.03192265891638449,0.11536282793480639,,,0.22394128896188634,0.11536282793480639,low_motion_phone_candidate
16,1736324847852,1736325147852,2025-01-08 10:27:27+0200,2025-01-08 10:32:27+0200,10,False,3054,ok,299.97,20.0,201.0,12.829,1,0.042763333333333334,9.772113680878867,9.825237976265695,0.7227217272832468,0.3609806419941739,0.12143797272210133,0.6283644340294101,0.1398166339227243,0.016666666666666666,0.30491541990086096,0.1845795703647901,0.605346789036788,0.06925764590656623,0.2271372367100503,0.0625315534963637,0.20507835752188255,0.012266346720259752,0.04022868611973768,0.00817268408317551,0.026803118339612818,,,0.20507835752188255,0.026803118339612818,low_motion_phone_candidate
17,1736325147852,1736325447852,2025-01-08 10:32:27+0200,2025-01-08 10:37:27+0200,10,False,3435,ok,299.926,20.0,201.0,0.378,0,0.0,9.8482781640426,9.851612682494245,0.729388209061821,0.37901520640867453,0.21230763171334388,0.6231899805378012,0.10480349344978165,0.05,0.26361759880418945,0.12293982784401655,0.4663566787714128,0.07553043612406855,0.2865151509864531,0.05813821910752301,0.22053997673617787,0.013644737158122706,0.05175958365457148,0.006963787654788983,0.02641624719433684,,,0.22053997673617787,0.02641624719433684,phone_handling_motion_candidate
18,1736325447852,1736325747852,2025-01-08 10:37:27+0200,2025-01-08 10:42:27+0200,10,False,1802,ok,299.676,195.0,201.0,94.712,1,0.3157066666666667,9.86208124925764,9.900464657031813,1.0151792441403298,0.409054173304641,0.19437089751644887,0.9299122899648903,0.11709211986681466,0.016666666666666666,0.24541150080413593,0.13146348402563035,0.5356859136383831,0.0675496312581102,0.2752504712972758,0.052955012366787034,0.2157804837722364,0.007584520903142851,0.03090531975188927,0.0031445253032431164,0.012813276040199831,,,0.2157804837722364,0.012813276040199831,low_motion_phone_candidate
19,1736325747852,1736326047852,2025-01-08 10:42:27+0200,2025-01-08 10:47:27+0200,10,False,3353,ok,299.922,20.0,201.0,0.214,0,0.0,9.85106295216342,9.991766409459983,1.1582846114551413,0.5820919271178079,0.2685908268445054,1.0112317698793243,0.19803161348046525,0.016666666666666666,0.5647302030960796,0.31785108986933347,0.5628370647200117,0.11235108650245618,0.19894648079118496,0.16828693762632438,0.29799528465753605,0.028616846167758694,0.05067348268406676,0.012942349670591522,0.022917757186770464,,,0.29799528465753605,0.022917757186770464,phone_handling_motion_candidate
20,1736326047852,1736326347852,2025-01-08 10:47:27+0200,2025-01-08 10:52:27+0200,10,False,3202,ok,299.72,20.0,201.0,0.227,0,0.0,10.061243345068625,10.170850614337757,1.1032947803257276,0.5805507425051343,0.2095971758797468,0.944581368198298,0.21424109931292942,0.016666666666666666,0.5201982626857901,0.24380382963274802,0.46867482481388123,0.1271010089957825,0.24433185981736735,0.17395912336941072,0.3344092740165213,0.028312147024378183,0.054425685465003704,0.017244581019398637,0.0331500165540051,,,0.3344092740165213,0.0331500165540051,phone_handling_motion_candidate
21,1736326347852,1736326647852,2025-01-08 10:52:27+0200,2025-01-08 10:57:27+0200,10,False,3046,ok,299.94,20.0,200.0,0.202,0,0.0,9.756465266413102,9.922604759384233,0.6743656026410492,0.2560565524857955,0.01526695303475556,0.6456054050882931,0.09258043335521995,0.016666666666666666,0.18887752128714677,0.05917314712122888,0.3132884565510001,0.05739701355281861,0.3038848305593711,0.06799375695579332,0.35998861321577674,0.011849575590420186,0.06273682283454741,0.007763219594752536,0.04110187142359978,,,0.35998861321577674,0.04110187142359978,still_phone_candidate
22,1736326647852,1736326947852,2025-01-08 10:57:27+0200,2025-01-08 11:02:27+0200,10,False,3044,ok,299.8,21.0,200.0,0.207,0,0.0,9.775262429343174,9.834008633131724,0.3517110647285333,0.16511516314581956,0.039219822389699566,0.31605185082731874,0.03712220762155059,0.016666666666666666,0.05977463572576739,0.029799074102163044,0.4985237256630807,0.01816507171662734,0.3038926376726846,0.014307721531798807,0.23936108280842433,0.0028527860193182874,0.0477256947646863,0.0015406720816990742,0.025774679560864776,,,0.23936108280842433,0.025774679560864776,still_phone_candidate
23,1736326947852,1736327247852,2025-01-08 11:02:27+0200,2025-01-08 11:07:27+0200,11,False,2927,ok,299.614,21.0,201.0,5.64,1,0.018799999999999997,9.907746145003877,9.888452475247307,0.5856689253917488,0.17234805652398968,0.01160658166191908,0.5600682844748531,0.061154765971984965,0.016666666666666666,0.402939856006077,0.1382592846231335,0.3431263563588714,0.12426212968345468,0.30838877770775946,0.13419445602027333,0.33303842749735196,0.02355575008646856,0.05845971733834465,0.01155172251016936,0.02866860236827786,,,0.33303842749735196,0.02866860236827786,still_phone_candidate
24,1736327247852,1736327547852,2025-01-08 11:07:27+0200,2025-01-08 11:12:27+0200,11,False,2737,ok,299.9,45.5,200.0,0.227,0,0.0,9.902145023700331,9.901603932305637,0.01124495071776716,0.008999399764919608,0.007708198469916994,0.006764059462600077,0.0,0.26666666666666666,3.0348832530670513e-05,8.719366831892826e-06,0.2873048517790936,9.804298475697111e-06,0.32305356279484204,1.0680455873728743e-05,0.3519231213568127,1.9076171095865803e-06,0.06285635889481889,9.263378702668608e-07,0.03052301499013856,,,0.3519231213568127,0.03052301499013856,still_phone_candidate
25,1736327547852,1736327847852,2025-01-08 11:12:27+0200,2025-01-08 11:17:27+0200,11,False,1500,ok,299.8,200.0,201.0,0.211,0,0.0,9.898093458526457,9.897985831919422,0.01565300845067174,0.010713298581881183,0.007386533271425577,0.011412865132770357,0.0,0.016666666666666666,0.00010156487889873491,9.032714388072604e-05,0.8893541237890566,1.232492598513571e-05,0.12135027500425868,1.3093637832481362e-05,0.1289189528354221,2.0414163360723993e-06,0.020099628515362972,7.118251574324889e-07,0.007008575849750315,,,0.1289189528354221,0.007008575849750315,still_phone_candidate
26,1736327847852,1736328147852,2025-01-08 11:17:27+0200,2025-01-08 11:22:27+0200,11,False,1500,ok,299.799,200.0,201.0,0.203,0,0.0,9.896436143550698,9.896214320282601,0.009216049202727663,0.007216553300385621,0.005879209287926734,0.005736386225844623,0.0,0.05,2.660838645793388e-05,7.463147336671647e-06,0.28048101858676755,9.42380350702762e-06,0.354166665533291,8.993891940348742e-06,0.3380096705438151,1.5257098782856713e-06,0.05733943622239999,5.302761907350873e-07,0.01992891194561607,,,0.3380096705438151,0.01992891194561607,still_phone_candidate
27,1736328147852,1736328447852,2025-01-08 11:22:27+0200,2025-01-08 11:27:27+0200,11,False,1500,ok,299.8,200.0,201.0,0.216,0,0.0,9.894838177864559,9.889889226573231,0.29427381183019835,0.055324264505207964,0.0077843523761975675,0.28906883990654675,0.011333333333333334,0.016666666666666666,0.018066041987532623,0.004892078324805891,0.2707886059482157,0.006251784627279761,0.3460517047172877,0.0065826732883496435,0.3643672085392222,0.0011631525170017274,0.06438336176814041,0.00039294744765090413,0.021750610782487786,,,0.3643672085392222,0.021750610782487786,still_phone_candidate
28,1736328447852,1736328747852,2025-01-08 11:27:27+0200,2025-01-08 11:32:27+0200,11,False,1500,ok,299.802,200.0,206.0,0.207,0,0.0,9.84749243094585,9.833574017870392,0.23629168142677665,0.13245012584509955,0.08442507594350168,0.19617452713757133,0.012666666666666666,0.06666666666666667,0.032607888587123414,0.011455350127303853,0.35130609872813034,0.010321785384540623,0.316542586219968,0.009850517992925717,0.30209002850971484,0.0018214960492815633,0.05586059472740155,0.0006000468810530682,0.01840189313238827,,,0.30209002850971484,0.01840189313238827,still_phone_candidate
29,1736328747852,1736329047852,2025-01-08 11:32:27+0200,2025-01-08 11:37:27+0200,11,False,3789,ok,299.724,30.0,200.0,0.208,0,0.0,9.823438337761264,9.825825242478064,0.2696437783582974,0.16153641548373307,0.10669705124607987,0.21591537924412063,0.01979414093428345,0.13333333333333333,0.030557927732391115,0.011386173960528332,0.37260949303375357,0.008288364360941396,0.2712345036458676,0.009582715188891082,0.31359178779435015,0.0024212199137242595,0.07923377314482583,0.00149719079258915,0.04899516765995038,,,0.31359178779435015,0.04899516765995038,low_motion_phone_candidate
30,1736329047852,1736329347852,2025-01-08 11:37:27+0200,2025-01-08 11:42:27+0200,11,False,7909,ok,299.95,30.0,38.0,0.208,0,0.0,9.841999361260516,9.8422684781838,0.17718303720121503,0.08539873433344802,0.05627172717681361,0.1552448300910878,0.007080541155645467,0.06666666666666667,0.019290426036261625,0.007124865321188258,0.3693472247733216,0.005995335996207129,0.31079334302608236,0.004140472275134641,0.2146387159802221,0.0018089681329066874,0.09377543707465236,0.002073714718789886,0.10749968481213286,,,0.2146387159802221,0.10749968481213286,still_phone_candidate
31,1736329347852,1736329647852,2025-01-08 11:42:27+0200,2025-01-08 11:47:27+0200,11,False,2230,ok,299.793,200.0,201.0,0.209,0,0.0,9.854012758736863,9.854965946512884,0.31411782253101794,0.14429715112954322,0.07522001020215452,0.2790147794910911,0.026457399103139014,0.05,0.0711274131491749,0.028759202800543886,0.404333596952661,0.02313795493610251,0.32530291643779424,0.018450267876078487,0.25939742581925346,0.002343106476905984,0.032942382875528,0.0011361530056717296,0.01597348976109796,,,0.25939742581925346,0.01597348976109796,still_phone_candidate
32,1736329647852,1736329947852,2025-01-08 11:47:27+0200,2025-01-08 11:52:27+0200,11,False,3200,ok,299.868,20.0,201.0,0.215,0,0.0,9.851665172998114,9.888831465148634,0.9915203691665995,0.3916303584127887,0.11587492147783074,0.9116576320713595,0.128125,0.03333333333333333,0.2627596504156024,0.11548590685186638,0.439511571389307,0.06869385474248761,0.26143228092226384,0.06670394065535865,0.25385914675200005,0.013811021249823056,0.052561423445260345,0.013516229173306079,0.051439515739679566,,,0.25385914675200005,0.051439515739679566,low_motion_phone_candidate
33,1736329947852,1736330247852,2025-01-08 11:52:27+0200,2025-01-08 11:57:27+0200,11,False,3355,ok,299.792,20.0,201.0,0.214,0,0.0,9.995630358814362,10.0054973691442,0.8470560414737656,0.3873709972787438,0.16683560243709472,0.7533558294440458,0.10104321907600596,0.06666666666666667,0.23722817835427118,0.10447402613876788,0.4403946734470504,0.060074987153199186,0.2532371473319858,0.06653908299816486,0.2804855791574511,0.01238003810508831,0.052186203978686896,0.009931708761532723,0.04186563683299433,,,0.2804855791574511,0.04186563683299433,low_motion_phone_candidate
34,1736330247852,1736330547852,2025-01-08 11:57:27+0200,2025-01-08 12:02:27+0200,11,False,1500,ok,299.802,200.0,206.0,0.21,0,0.0,9.87715340862354,9.882950835703971,0.31682876142650795,0.18639311605128822,0.1222204763314112,0.2562648639913381,0.023333333333333334,0.06666666666666667,0.046625655036242844,0.020053322415912355,0.4300920255238151,0.013127602284186076,0.28155319799757855,0.012537670718627145,0.2689006880199628,0.0019163980893734467,0.0411017944495107,0.0008232804267849536,0.01765724097913488,,,0.2689006880199628,0.01765724097913488,low_motion_phone_candidate
35,1736330547852,1736330847852,2025-01-08 12:02:27+0200,2025-01-08 12:07:27+0200,12,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.649690802800253,9.703183129749071,0.45955376269401355,0.1523839190954027,0.009232677154937363,0.43684119660324017,0.056666666666666664,0.016666666666666666,0.012321135134312135,0.007131334048070806,0.5787887211959334,0.0031052055277903134,0.2520226824834408,0.0034964144665120783,0.28377372931940303,0.0006280725996513004,0.050975222072050144,0.00020014105451383703,0.01624371880773228,,,0.28377372931940303,0.01624371880773228,still_phone_candidate
36,1736330847852,1736331147852,2025-01-08 12:07:27+0200,2025-01-08 12:12:27+0200,12,False,3358,ok,299.822,20.0,201.0,0.215,0,0.0,9.668991870419593,9.760768721959193,0.9523706504205537,0.5328811768121553,0.23602298730015114,0.7946511798646515,0.21620011911852294,0.016666666666666666,0.4214171290860829,0.15367554445696463,0.364663735406857,0.11978504047036301,0.2842434068357352,0.14037780192382873,0.3331089133188835,0.027758738635821522,0.06586998183016723,0.017210613027756134,0.040839851633654216,,,0.3331089133188835,0.040839851633654216,phone_handling_motion_candidate
37,1736331147852,1736331447852,2025-01-08 12:12:27+0200,2025-01-08 12:17:27+0200,12,False,3048,ok,299.78,20.0,200.0,0.208,0,0.0,9.700164630622229,9.740290736415451,0.5394160548788492,0.3680557274104008,0.2544725370456602,0.39637705048046257,0.11843832020997375,0.016666666666666666,0.10337935691386219,0.02865572863541185,0.2771900453906711,0.033660633324651856,0.3256030442586192,0.040204808518025006,0.38890557765342343,0.007667342579572485,0.07416705625244964,0.0031303241246510034,0.03027997288916446,,,0.38890557765342343,0.03027997288916446,phone_handling_motion_candidate
38,1736331447852,1736331747852,2025-01-08 12:17:27+0200,2025-01-08 12:22:27+0200,12,False,3201,ok,299.86,20.0,200.0,0.201,0,0.0,9.690545043025097,9.816759920440328,1.211751888629405,0.6413482927908086,0.3049942981947318,1.0358306822121977,0.2571071540143705,0.03333333333333333,0.7502286836451281,0.32015165465910245,0.42673875531336,0.21111421050932952,0.281399811966121,0.20935640807691908,0.2790567898040386,0.03519107766322963,0.0469071343583494,0.027218701802701445,0.03628054004874118,,,0.2790567898040386,0.03628054004874118,phone_handling_motion_candidate
39,1736331747852,1736332047852,2025-01-08 12:22:27+0200,2025-01-08 12:27:27+0200,12,False,3047,ok,299.68,21.0,200.0,0.208,0,0.0,9.71644750788924,9.776374054605878,0.6095258022952397,0.3346410710599143,0.14463585542805113,0.5129602793832192,0.12011814899901542,0.016666666666666666,0.12139204059297201,0.07391898283738414,0.6089277556939238,0.025155124427552408,0.2072221894011786,0.04071477622240302,0.3353990593083432,0.00665902090961911,0.05485549857380546,0.004407224680482966,0.03630571377624673,,,0.3353990593083432,0.03630571377624673,low_motion_phone_candidate
40,1736332047852,1736332347852,2025-01-08 12:27:27+0200,2025-01-08 12:32:27+0200,12,False,3203,ok,299.82,20.0,200.0,0.206,0,0.0,9.712207564518804,9.74455905424144,0.40444898093418913,0.24366637207728856,0.15325040794541955,0.324426102810286,0.05245082734935998,0.016666666666666666,0.0829911949191676,0.037175824474474525,0.4479490205037212,0.020214280891006166,0.2435713922506433,0.02785004712325365,0.3355783363569985,0.0045860085584272445,0.05525897732758229,0.00200535648125113,0.024163484851667968,,,0.3355783363569985,0.024163484851667968,low_motion_phone_candidate
41,1736332347852,1736332647852,2025-01-08 12:32:27+0200,2025-01-08 12:37:27+0200,12,False,3202,ok,299.841,20.0,200.0,0.207,0,0.0,9.894668283548263,9.900489167963704,0.6452851175782118,0.39792927565867603,0.28382571110854204,0.5080148198990518,0.10961898813241724,0.016666666666666666,0.31082647659069157,0.10867133630124656,0.3496205905404552,0.07316975551381498,0.23540387008333197,0.12155593440065575,0.39107329508716643,0.01969042702624201,0.06334861573639729,0.009670922117463095,0.031113572510099077,,,0.39107329508716643,0.031113572510099077,phone_handling_motion_candidate
42,1736332647852,1736332947852,2025-01-08 12:37:27+0200,2025-01-08 12:42:27+0200,12,False,3047,ok,299.8,20.0,200.0,0.208,0,0.0,10.121386145918908,10.215876121824135,0.6727433451989312,0.3468909422407681,0.11220063770278621,0.5841049890621811,0.14538890712175911,0.016666666666666666,0.30751991450028054,0.13785497095249993,0.4482798168584109,0.08452056641739471,0.2748458308943683,0.09845489267233978,0.3201577785046177,0.01609407184007486,0.05233505565396538,0.00955395177900352,0.03106774985460268,,,0.3201577785046177,0.03106774985460268,low_motion_phone_candidate
43,1736332947852,1736333247852,2025-01-08 12:42:27+0200,2025-01-08 12:47:27+0200,12,False,3201,ok,299.742,20.0,201.0,0.207,0,0.0,10.042534477241375,10.140088281816276,0.9771160315474949,0.4778769657572282,0.2099150423957905,0.8578496893353915,0.17213370821618243,0.016666666666666666,0.3500851677112796,0.14689030983599394,0.4195844993842656,0.07116568366201767,0.20328105908419705,0.12334177575773526,0.3523193415022285,0.03045083851566045,0.08698123006677536,0.03051357900564411,0.08716044500008382,,,0.3523193415022285,0.08716044500008382,phone_handling_motion_candidate
44,1736333247852,1736333547852,2025-01-08 12:47:27+0200,2025-01-08 12:52:27+0200,12,False,3354,ok,299.798,20.0,200.39999999999964,0.219,0,0.0,9.988526931006529,10.09047208488629,1.0379280373178508,0.5725098791106578,0.2770935380899875,0.871733825987471,0.19797257006559332,0.016666666666666666,0.6299781000508459,0.28508141924955094,0.4525259199114094,0.16084890727653064,0.255324601384633,0.20069180255124858,0.318569490804602,0.03192786624970973,0.05068091453835112,0.023437349086479715,0.037203434666360745,,,0.318569490804602,0.037203434666360745,phone_handling_motion_candidate
45,1736333547852,1736333847852,2025-01-08 12:52:27+0200,2025-01-08 12:57:27+0200,12,False,3203,ok,299.92,20.0,200.0,0.203,0,0.0,10.185843745254028,10.217473996143257,0.48593087811453384,0.2512139526503123,0.13204621205619205,0.4171580528651991,0.062441461130190445,0.016666666666666666,0.08171628844831247,0.036784824070836254,0.45015289814714904,0.024278930854016327,0.2971125012533253,0.02242344439418033,0.27440605563435133,0.0041683190528937365,0.05100964730587708,0.0022748738069028667,0.027838682471999197,,,0.27440605563435133,0.027838682471999197,low_motion_phone_candidate
46,1736333847852,1736334147852,2025-01-08 12:57:27+0200,2025-01-08 13:02:27+0200,12,False,3047,ok,299.7,21.0,201.0,0.202,0,0.0,10.174797735742606,10.197912644289108,0.5064837385889269,0.2942141489297081,0.15997464712629217,0.4129141690735463,0.08926813258943223,0.06666666666666667,0.08544640829985478,0.028677786820035894,0.33562308107085914,0.02889144915907435,0.33812362314500527,0.023877794641801176,0.27944761069426666,0.005485076307190093,0.06419317577330415,0.003962484615255518,0.04637391663497519,,,0.27944761069426666,0.04637391663497519,low_motion_phone_candidate
