table_name,Subject_ID_D,Subject_ID_N,T2_date_iso,device_id,week_first_ts,week_rows,fallback_latest_ts,fallback_rows
applications_foreground,014,21,2025-09-11,c33dd240-956e-4ab5-a321-1deb5186038f,,0,,0
battery,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,,0,,0
battery,014,21,2025-09-11,c33dd240-956e-4ab5-a321-1deb5186038f,,0,,0
bluetooth,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,,0,,0
bluetooth,014,21,2025-09-11,c33dd240-956e-4ab5-a321-1deb5186038f,,0,,0
calls,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,,0,1756149684162.0,19
calls,014,21,2025-09-11,c33dd240-956e-4ab5-a321-1deb5186038f,,0,,0
gsm,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,1756936593086.0,507,1757449770574.0,251
gsm,014,21,2025-09-11,c33dd240-956e-4ab5-a321-1deb5186038f,,0,,0
keyboard,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,,0,1756354760869.0,1622
