chunk_index,chunk_start_ms,chunk_end_ms,chunk_start_local,chunk_end_local,local_hour,is_night_22_06,valid_sample_count,status,observed_span_seconds,median_interval_ms,p95_interval_ms,max_gap_seconds,gap_count_gt_1s,gap_burden_fraction,gravity_baseline_median,magnitude_mean,magnitude_sd,dynamic_magnitude_mean,dynamic_magnitude_median,dynamic_magnitude_sd,high_motion_fraction,effective_sampling_hz_from_median_interval,effective_nyquist_hz_from_median_interval,dominant_frequency_hz,total_power,very_low_lt_0_3hz_power,very_low_lt_0_3hz_power_ratio,handling_0_3_1hz_power,handling_0_3_1hz_power_ratio,walking_like_1_3hz_power,walking_like_1_3hz_power_ratio,vigorous_2_5_4hz_power,vigorous_2_5_4hz_power_ratio,shaking_like_3_8hz_power,shaking_like_3_8hz_power_ratio,high_freq_8_12hz_power,high_freq_8_12hz_power_ratio,walking_like_power_ratio,shaking_like_power_ratio,chunk_state_candidate,Subject_ID_D,device_id,raw_rows_downloaded
10,1736323047000,1736323347000,2025-01-08 09:57:27+0200,2025-01-08 10:02:27+0200,9,False,1500,ok,299.8,200.0,201.0,0.212,0,0.0,9.904740959374097,9.903146421514263,0.06733654695905567,0.024620639866696447,0.01180234564540239,0.06269431553107502,0.0026666666666666666,5.0,2.5,0.016666666666666666,0.0026139930413305716,0.0007440742691814706,0.2846504399272321,0.0008691702438476777,0.33250671677582344,0.0009655540913371945,0.3693789830617565,0.0001445595041655204,0.055302176356191404,5.93876925324169e-05,0.022719147141335713,,,0.3693789830617565,0.022719147141335713,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
11,1736323347000,1736323647000,2025-01-08 10:02:27+0200,2025-01-08 10:07:27+0200,10,False,1500,ok,299.801,200.0,201.0,0.203,0,0.0,9.904215689336716,9.905398686196886,0.03765209399612812,0.01650064215693637,0.009673258003666696,0.033864560712833315,0.0,5.0,2.5,0.016666666666666666,0.0008016647446133137,0.0002134043428253377,0.26620148167832197,0.00022417700722850191,0.2796393489109149,0.0003425207016965201,0.4272617749477512,4.9125141074978795e-05,0.061278909176272316,1.726966073670908e-05,0.021542247994252476,,,0.4272617749477512,0.021542247994252476,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
12,1736323647000,1736323947000,2025-01-08 10:07:27+0200,2025-01-08 10:12:27+0200,10,False,2427,ok,299.798,200.0,200.0,0.215,0,0.0,9.933748742373103,10.086725639607518,1.3473795945895768,0.6123239643834139,0.18796007795644876,1.2099144869145175,0.21549237742068397,5.0,2.5,0.03333333333333333,0.3227459122998569,0.1950530076424132,0.6043546957806031,0.0636440796342807,0.1971956180041414,0.07095696126049215,0.2198539425483643,0.013255101077814203,0.04106977214168138,0.005633576738395695,0.017455145127172514,,,0.2198539425483643,0.017455145127172514,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2427
13,1736323947000,1736324247000,2025-01-08 10:12:27+0200,2025-01-08 10:17:27+0200,10,False,3203,ok,299.76,20.0,201.0,0.211,0,0.0,9.793242948879655,9.971852965812248,1.5755027860949584,0.8688715043945603,0.36761565092792736,1.3263381454187206,0.35060880424601937,50.0,25.0,0.016666666666666666,1.484733014929595,0.5538433959491386,0.3730255812863442,0.45653020825551643,0.30748303140357175,0.4676697454603415,0.314985752157278,0.0799498127951117,0.053847938983765956,0.04464843667694139,0.030071693852014594,,,0.314985752157278,0.030071693852014594,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3203
14,1736324247000,1736324547000,2025-01-08 10:17:27+0200,2025-01-08 10:22:27+0200,10,False,17251,ok,299.956,10.0,20.0,0.207,0,0.0,9.789245929406924,9.913992869774656,1.5455935286797395,0.7902103678236766,0.2285567583200745,1.3341621826493841,0.30919946669758275,100.0,50.0,0.016666666666666666,0.6179758689751658,0.29578685653973624,0.47863819833331206,0.11309023761943578,0.18300105764158967,0.16608628298994274,0.2687585249329811,0.050183547257298025,0.08120632176224137,0.07458023589061963,0.12068470572208823,,,0.2687585249329811,0.12068470572208823,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,17251
15,1736324547000,1736324847000,2025-01-08 10:22:27+0200,2025-01-08 10:27:27+0200,10,False,13792,ok,299.86,10.0,199.0,0.209,0,0.0,9.772447027849992,9.834334759805989,0.90428307539008,0.3837499878533628,0.1576845705594092,0.8211540163855634,0.12449245939675174,100.0,50.0,0.016666666666666666,0.27784953161707704,0.12820925393073007,0.4614341193399015,0.06889067332660018,0.2479423770328431,0.061765340347993795,0.22229780265786708,0.02634713487302633,0.09482519088546484,0.03204860146552769,0.11534517002424176,,,0.22229780265786708,0.11534517002424176,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,13792
16,1736324847000,1736325147000,2025-01-08 10:27:27+0200,2025-01-08 10:32:27+0200,10,False,3016,ok,299.93,20.0,201.0,12.829,1,0.042763333333333334,9.772225276182548,9.825762348442703,0.7270814316852218,0.364042147961315,0.12192002514229205,0.6316541307672522,0.14157824933687002,50.0,25.0,0.016666666666666666,0.30677570465659065,0.18897760112945292,0.61601227952845,0.068510814699779,0.22332542525318633,0.0619155974471666,0.20182692601578683,0.012202143248550689,0.03977545504201499,0.008084834217592906,0.026354219368979012,,,0.20182692601578683,0.026354219368979012,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3016
17,1736325147000,1736325447000,2025-01-08 10:32:27+0200,2025-01-08 10:37:27+0200,10,False,3473,ok,299.966,20.0,201.0,0.378,0,0.0,9.846621187181666,9.850608647581849,0.7254935996058196,0.37610370159891926,0.20970889387534264,0.6204054066117118,0.10365678088108264,50.0,25.0,0.05,0.26387217946537944,0.12265915444405939,0.4648430717197018,0.07551621358500596,0.2861848253120365,0.05842601045165221,0.22141784924059346,0.013689444382422802,0.05187907421751858,0.00703883320488267,0.02667516226660863,,,0.22141784924059346,0.02667516226660863,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3473
18,1736325447000,1736325747000,2025-01-08 10:37:27+0200,2025-01-08 10:42:27+0200,10,False,1802,ok,299.679,195.0,201.0,94.712,1,0.3157066666666667,9.86067464286138,9.899922144101838,1.0149779830100663,0.40852994668583614,0.1946468536398287,0.9299591146978826,0.11709211986681466,5.128205128205129,2.5641025641025643,0.016666666666666666,0.25064817429891295,0.13432024673430404,0.535891582334524,0.06816275791071837,0.2719459581198872,0.054452802128183986,0.2172479503610737,0.007838701132774462,0.0312737212417368,0.003285252586652585,0.013107027792409628,,,0.2172479503610737,0.013107027792409628,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1802
19,1736325747000,1736326047000,2025-01-08 10:42:27+0200,2025-01-08 10:47:27+0200,10,False,3353,ok,299.922,20.0,201.0,0.214,0,0.0,9.851827365341244,9.99242015142803,1.1582056103662912,0.581986527954562,0.2678650735553756,1.0111865548270462,0.19862809424396063,50.0,25.0,0.016666666666666666,0.5652586056908931,0.3156340241495043,0.5583887108869707,0.1131408213754028,0.2001576273874066,0.169590334690284,0.3000225613248302,0.02871444022066782,0.050798767027299484,0.012893387778113267,0.02280971514330895,,,0.3000225613248302,0.02280971514330895,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3353
20,1736326047000,1736326347000,2025-01-08 10:47:27+0200,2025-01-08 10:52:27+0200,10,False,3202,ok,299.72,20.0,201.0,0.227,0,0.0,10.060233511738438,10.170255505344654,1.103581226770316,0.5811813472014505,0.21107598745715883,0.9445764155546486,0.21486570893191756,50.0,25.0,0.016666666666666666,0.5224428820615266,0.24361666189093675,0.46630295914768866,0.12824174934612065,0.2454655881999709,0.17455412939672105,0.3341114127307879,0.02833706077016875,0.05423953841298881,0.016988054861629572,0.03251657826133219,,,0.3341114127307879,0.03251657826133219,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3202
21,1736326347000,1736326647000,2025-01-08 10:52:27+0200,2025-01-08 10:57:27+0200,10,False,3045,ok,299.741,20.0,200.0,0.202,0,0.0,9.756475799975213,9.923192460809737,0.6745043059047268,0.25666079944987596,0.015297453749937517,0.6456591497915766,0.09261083743842365,50.0,25.0,0.016666666666666666,0.21773026138695672,0.06812285979317428,0.31287731599285734,0.06590926419601033,0.30271062816975364,0.07825197860131414,0.35939872621675856,0.013747418590424398,0.06313967797977367,0.009068945931377808,0.041652207063951514,,,0.35939872621675856,0.041652207063951514,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3045
22,1736326647000,1736326947000,2025-01-08 10:57:27+0200,2025-01-08 11:02:27+0200,10,False,3044,ok,299.806,21.0,200.0,0.207,0,0.0,9.775168866754301,9.833489376482024,0.35043888550591207,0.1640072158999872,0.03907295444138992,0.3151354113111728,0.03613666228646518,47.61904761904762,23.80952380952381,0.016666666666666666,0.06153641727788776,0.030569157513560492,0.4967653117586533,0.018790874148781986,0.3053618488045163,0.01477289128198195,0.24006745818935382,0.0029360276462103707,0.04771203420816296,0.0015822825600103618,0.02571294576453889,,,0.24006745818935382,0.02571294576453889,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3044
23,1736326947000,1736327247000,2025-01-08 11:02:27+0200,2025-01-08 11:07:27+0200,11,False,2928,ok,299.82,21.0,201.0,5.64,1,0.018799999999999997,9.907737578802612,9.88873409739529,0.5863348252178873,0.17341753477946711,0.011644607575187926,0.5604248550875497,0.06181693989071038,47.61904761904762,23.80952380952381,0.016666666666666666,0.392686291799513,0.1354503144892071,0.34493262769244215,0.12089337153746839,0.30786246951342733,0.13082275278492247,0.33314825476952065,0.02297682484719158,0.058511909702522694,0.011226804812830274,0.0285897548431921,,,0.33314825476952065,0.0285897548431921,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2928
24,1736327247000,1736327547000,2025-01-08 11:07:27+0200,2025-01-08 11:12:27+0200,11,False,2737,ok,299.9,45.5,200.0,0.227,0,0.0,9.902226400341776,9.901636484120377,0.011251146085280815,0.009005127690171158,0.0077338580954045,0.006770817134165701,0.0,21.978021978021978,10.989010989010989,0.26666666666666666,3.0236660443742735e-05,8.716184800160938e-06,0.2882654589576109,9.725088918822788e-06,0.3216323752722939,1.0664162158899464e-05,0.3526898143642823,1.911551816962807e-06,0.0632196740284653,9.254565180998129e-07,0.030607100933705448,,,0.3526898143642823,0.030607100933705448,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2737
25,1736327547000,1736327847000,2025-01-08 11:12:27+0200,2025-01-08 11:17:27+0200,11,False,1500,ok,299.8,200.0,201.0,0.211,0,0.0,9.898089329708577,9.897965961881987,0.015654255933967673,0.010713296231700805,0.0073828299351816895,0.011414737505463065,0.0,5.0,2.5,0.016666666666666666,9.984107891523983e-05,8.842939237220607e-05,0.8857014901379249,1.2301786885301692e-05,0.12321368137202629,1.3098589684544481e-05,0.1311943923969866,2.043024455369659e-06,0.020462764200536,7.125397418279119e-07,0.007136739201634862,,,0.1311943923969866,0.007136739201634862,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
26,1736327847000,1736328147000,2025-01-08 11:17:27+0200,2025-01-08 11:22:27+0200,11,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.896436143550698,9.896221440076877,0.00921185239553264,0.007210160590366962,0.005873233602548211,0.0057374128664294845,0.0,5.0,2.5,0.03333333333333333,2.6580965245215512e-05,7.408210030177556e-06,0.27870357460066314,9.40888258352982e-06,0.35397068905251244,9.025411178749382e-06,0.3395441473057088,1.528901170972983e-06,0.05751864753098762,5.326102654596475e-07,0.020037280834092945,,,0.3395441473057088,0.020037280834092945,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
27,1736328147000,1736328447000,2025-01-08 11:22:27+0200,2025-01-08 11:27:27+0200,11,False,1500,ok,299.8,200.0,201.0,0.216,0,0.0,9.894765924046059,9.88985561053814,0.2942723494972276,0.05530442625007105,0.00779354791393061,0.2890704884531019,0.011333333333333334,5.0,2.5,0.016666666666666666,0.017075146543829238,0.004499867711385568,0.26353318256069486,0.00594522341443887,0.34817993504058126,0.006301211042843392,0.36902822629774606,0.0011120682780505788,0.0651278907150854,0.00037577172879470645,0.022006940194050986,,,0.36902822629774606,0.022006940194050986,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
28,1736328447000,1736328747000,2025-01-08 11:27:27+0200,2025-01-08 11:32:27+0200,11,False,1500,ok,299.8,200.0,206.0,0.207,0,0.0,9.84765734922507,9.834515762540693,0.23273393690246996,0.13130461791291803,0.0840957258251791,0.19260551394352257,0.012,5.0,2.5,0.06666666666666667,0.03295501919351011,0.011551186396991875,0.35051372081332816,0.010516595922985227,0.31911970256282773,0.009889193827743187,0.30008156783870676,0.0018416897579556092,0.055884954796758125,0.000594957952608693,0.018053636962404168,,,0.30008156783870676,0.018053636962404168,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
29,1736328747000,1736329047000,2025-01-08 11:32:27+0200,2025-01-08 11:37:27+0200,11,False,3789,ok,299.724,30.0,200.0,0.208,0,0.0,9.823554479657377,9.825625232702071,0.2708422932107761,0.16196687700437665,0.1067709880349259,0.21708654164478564,0.020058062813407232,33.333333333333336,16.666666666666668,0.13333333333333333,0.03038511405931842,0.011245563347251289,0.37010107400938097,0.008260914595452367,0.271873739862396,0.009601586505207146,0.3159963950262862,0.002383839916764978,0.07845420333493562,0.0014717519277338408,0.048436610271090565,,,0.3159963950262862,0.048436610271090565,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3789
30,1736329047000,1736329347000,2025-01-08 11:37:27+0200,2025-01-08 11:42:27+0200,11,False,7885,ok,299.91,30.0,38.849999999999454,0.208,0,0.0,9.841974378095786,9.842219666542821,0.17741413360991548,0.08548426824602823,0.05629671034154349,0.15546148993696246,0.007102092580849715,33.333333333333336,16.666666666666668,0.016666666666666666,0.018905065711022257,0.007000182258290967,0.37028076840852436,0.005867219967469926,0.31035173625707896,0.004086282039786061,0.2161474655654663,0.0017619150197041012,0.09319803732165016,0.0020120778786140753,0.10643062073256744,,,0.2161474655654663,0.10643062073256744,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,7885
31,1736329347000,1736329647000,2025-01-08 11:42:27+0200,2025-01-08 11:47:27+0200,11,False,2254,ok,299.828,200.0,201.0,0.209,0,0.0,9.853797960811505,9.85480435176475,0.3125395344384382,0.14340416548771573,0.07497466561577681,0.2776998716789734,0.026175687666370896,5.0,2.5,0.05,0.07163229339209108,0.029043507163845114,0.4054527055956554,0.023189136090326398,0.32372460788595536,0.01860949586084784,0.25979198737901243,0.002374782876672269,0.033152406047835245,0.0011554496795021466,0.016130290191570494,,,0.25979198737901243,0.016130290191570494,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2254
32,1736329647000,1736329947000,2025-01-08 11:47:27+0200,2025-01-08 11:52:27+0200,11,False,3200,ok,299.869,20.0,201.0,0.215,0,0.0,9.851828129911972,9.888939561156372,0.9915031823959112,0.3916168724656694,0.1159482862073471,0.9116424980388063,0.128125,50.0,25.0,0.03333333333333333,0.2689843764968608,0.11754548784245959,0.4369974545485597,0.07041700280957187,0.26178844930197526,0.06870319249135785,0.25541703717561326,0.014379908201872281,0.05346001276784231,0.014071665059235308,0.05231406092241767,,,0.25541703717561326,0.05231406092241767,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3200
33,1736329947000,1736330247000,2025-01-08 11:52:27+0200,2025-01-08 11:57:27+0200,11,False,3351,ok,299.874,20.0,201.0,0.214,0,0.0,9.99578086877595,10.008278960036446,0.8382196718895941,0.38257814748803937,0.166642673984164,0.7459238444321742,0.09907490301402566,50.0,25.0,0.06666666666666667,0.23540460925477966,0.10412545600474112,0.44232547669466227,0.05959914060423767,0.2531774581343613,0.0656707864514534,0.2789698411570929,0.012252562823809831,0.05204895036931421,0.009764555599503181,0.0414798827874052,,,0.2789698411570929,0.0414798827874052,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3351
34,1736330247000,1736330547000,2025-01-08 11:57:27+0200,2025-01-08 12:02:27+0200,11,False,1504,ok,299.904,200.0,206.0,0.21,0,0.0,9.876579070845603,9.876974211487974,0.365634944840747,0.1973325234400823,0.12277304149772572,0.3078131644644081,0.027925531914893616,5.0,2.5,0.06666666666666667,0.05730555320549844,0.021672769899487906,0.37819667880648633,0.01620049157292409,0.2827036939130301,0.018171060738951007,0.3170907481477293,0.0027871601542445376,0.0486368248509834,0.0011509846751831347,0.020085046052268078,,,0.3170907481477293,0.020085046052268078,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1504
35,1736330547000,1736330847000,2025-01-08 12:02:27+0200,2025-01-08 12:07:27+0200,12,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.649690802800253,9.703429416797801,0.45959338863470595,0.1524386922717002,0.009232677154936475,0.4368939992831251,0.056666666666666664,5.0,2.5,0.016666666666666666,0.012844628124541194,0.007292193192557342,0.5677231852765544,0.0032314096889587123,0.2515767414694333,0.003723709471436091,0.2899040311117688,0.0006681430070372213,0.05201731031517016,0.00021666690630805117,0.016868289545423524,,,0.2899040311117688,0.016868289545423524,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
36,1736330847000,1736331147000,2025-01-08 12:07:27+0200,2025-01-08 12:12:27+0200,12,False,3358,ok,299.822,20.0,201.0,0.215,0,0.0,9.66930680710418,9.760671345855128,0.9522710227434221,0.5326418796637169,0.23545972582330066,0.7946447053408707,0.21560452650387135,50.0,25.0,0.016666666666666666,0.428157668222238,0.15646390196463172,0.3654352440172066,0.12107215597137619,0.2827746995028311,0.14307888902368507,0.3341733656616867,0.028417255032354344,0.06637100568663454,0.017411050995043753,0.04066504534961741,,,0.3341733656616867,0.04066504534961741,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3358
37,1736331147000,1736331447000,2025-01-08 12:12:27+0200,2025-01-08 12:17:27+0200,12,False,3048,ok,299.78,20.0,200.0,0.208,0,0.0,9.70057587919618,9.740479354986233,0.5396316749145234,0.3684592714279608,0.25515723210727437,0.39627313465582975,0.11876640419947507,50.0,25.0,0.016666666666666666,0.1039210971965236,0.028473863480616687,0.2739950236165251,0.03405082584270011,0.3276603765865473,0.04033676181486537,0.3881479593944734,0.007722159829183444,0.07430791280600305,0.0031654048906345988,0.03045969467247396,,,0.3881479593944734,0.03045969467247396,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3048
38,1736331447000,1736331747000,2025-01-08 12:17:27+0200,2025-01-08 12:22:27+0200,12,False,3201,ok,299.86,20.0,200.0,0.201,0,0.0,9.69044489056994,9.816509970798077,1.2096600789675074,0.6391906880798474,0.30292547704179995,1.0347005244864882,0.2561699468915964,50.0,25.0,0.03333333333333333,0.7534957259165832,0.3252593256516193,0.43166711431038374,0.21092482349429437,0.27992836089112083,0.2096966126737216,0.27829834392044894,0.03531877528948892,0.046873225785754404,0.02716045829703534,0.03604593544840117,,,0.27829834392044894,0.03604593544840117,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3201
39,1736331747000,1736332047000,2025-01-08 12:22:27+0200,2025-01-08 12:27:27+0200,12,False,3047,ok,299.68,21.0,200.0,0.208,0,0.0,9.716382027462355,9.776453572968379,0.6139034436988514,0.33684802790286206,0.14574924159253122,0.5167392329432166,0.12110272399081064,47.61904761904762,23.80952380952381,0.016666666666666666,0.12187988712726074,0.07374318244609901,0.6050480040984954,0.025317869439929516,0.2077280348437958,0.04173585304715504,0.34243429355638144,0.006781573857631364,0.05564145173969838,0.0044411774229652125,0.03643896895250619,,,0.34243429355638144,0.03643896895250619,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3047
