analysis_scope,repeat,model,n_predictions,rmse,mae,r2
repeat,4,hist_gradient_boosting,81,8.860858409904576,7.253585818222194,-0.07891935909682002
repeat,4,xgboost,81,8.740063238104275,7.023399541407455,-0.049703250011951416
repeat,5,elastic_net,81,8.749800727495911,7.058403932935801,-0.05204354617757878
repeat,5,pls,81,9.634698408652847,7.856950691560167,-0.2755974465752047
repeat,5,spline_ridge,81,9.065521006535471,7.208710057668319,-0.12933536723695171
repeat,5,random_forest,81,8.85945870285644,7.201779890483386,-0.0785785226486504
repeat,5,extra_trees,81,9.060950377773597,7.328833389499437,-0.12819688408003538
repeat,5,hist_gradient_boosting,81,8.932654123737496,7.2545917275257406,-0.09647422831498842
repeat,5,xgboost,81,8.937893858268433,7.280468052993586,-0.0977609497803662
repeat,6,elastic_net,81,8.910291420111541,7.072104274922579,-0.09099110200995786
repeat,6,pls,81,9.559824179048828,7.587709045933947,-0.25584835727948874
repeat,6,spline_ridge,81,8.792699045573778,6.981754322888855,-0.06238470329445622
repeat,6,random_forest,81,8.646105065715394,6.927272678858671,-0.027255344175066032
repeat,6,extra_trees,81,8.741070671786277,7.00845143690427,-0.049945254521237104
repeat,6,hist_gradient_boosting,81,8.754612167632484,7.030312799498729,-0.05320088368355669
repeat,6,xgboost,81,8.660132971327359,6.985365314248168,-0.03059139685373702
repeat,7,elastic_net,81,9.25033562651206,7.502439746320381,-0.17585121612380505
repeat,7,pls,81,9.785877422433368,8.058897496364803,-0.31594256574958557
repeat,7,spline_ridge,81,9.011699231735632,7.250123930254808,-0.11596550119791127
repeat,7,random_forest,81,8.873570939544114,7.246458367013951,-0.08201739601602487
repeat,7,extra_trees,81,9.047263602410451,7.272952445818649,-0.12479112322813823
repeat,7,hist_gradient_boosting,81,9.226885350901801,7.378361842376049,-0.16989703562453595
repeat,7,xgboost,81,9.058792516738503,7.2941203552999605,-0.12765958896020502
repeat,8,elastic_net,81,9.161563539889308,7.236379104124505,-0.15339107876233982
repeat,8,pls,81,9.624572603503973,7.590380524592404,-0.2729176193038214
repeat,8,spline_ridge,81,9.231014066646715,7.404762787494618,-0.17094424772172
repeat,8,random_forest,81,8.819077452208615,7.1334809601283204,-0.06876864799162741
repeat,8,extra_trees,81,8.854778574439456,7.132079505964641,-0.07743927636822523
repeat,8,hist_gradient_boosting,81,9.182647777366025,7.3519837152118175,-0.15870596943723192
repeat,8,xgboost,81,9.007257308577488,7.2922332952051985,-0.11486563951818352
repeat,9,elastic_net,81,9.029857116719063,7.22241672082888,-0.12046720225784213
repeat,9,pls,81,9.653265111866128,7.718117608463894,-0.2805185054764612
repeat,9,spline_ridge,81,9.132349833443556,7.419356068780194,-0.14604711253315372
