analysis_scope,repeat,cohort_size,domain,model,n_predictions,rmse,mae,r2
repeat,6,10,Processing speed,domain_group_ridge,9,15.070357507642592,12.881038860442915,-0.3048125669778208
repeat,7,10,Processing speed,domain_group_ridge,9,16.95487231328484,11.835484664539473,-0.6515436927484375
repeat,8,10,Processing speed,domain_group_ridge,9,14.66805229970089,9.934653821213285,-0.23607812401907724
repeat,9,10,Processing speed,domain_group_ridge,9,25.344445423652672,19.709680311620406,-2.6903419156182293
repeat,10,10,Processing speed,domain_group_ridge,9,23.82433668273361,19.855556933921118,-2.2609388623017717
pooled,pooled,10,Processing speed,mean_baseline,90,13.41892273305721,10.871984126984126,-0.03451388783040099
pooled,pooled,10,Processing speed,ridge,90,14.654882798005238,11.249666698983381,-0.23385953018079886
pooled,pooled,10,Processing speed,domain_group_ridge,90,25.547295796794874,18.2775762352883,-2.749651399109118
repeat,1,10,Attention,ridge,10,9.17171651880492,8.086582447883249,-0.6126106632975372
repeat,2,10,Attention,ridge,10,10.003673998485462,9.259944892978007,-0.9184361173292381
repeat,3,10,Attention,ridge,10,8.255918870090163,7.068951084066425,-0.3066495231301001
repeat,4,10,Attention,ridge,10,9.12846275682362,8.060593215289279,-0.5974364036323045
repeat,5,10,Attention,ridge,10,9.147428825354346,7.9554314520982485,-0.6040812381489113
repeat,6,10,Attention,ridge,10,10.783848539911101,9.57644395799012,-1.2293375967713964
repeat,7,10,Attention,ridge,10,10.116449426981154,9.058600524768309,-0.9619345298522799
repeat,8,10,Attention,ridge,10,9.387177479760895,8.617776392249098,-0.689267159531749
repeat,9,10,Attention,ridge,10,7.954925455263138,6.662794548553933,-0.21311091342117372
repeat,10,10,Attention,ridge,10,8.170788269603932,6.687361979790046,-0.27984151833727067
repeat,1,10,Attention,domain_group_ridge,10,12.723697076421855,9.240719173658999,-2.103522677330694
repeat,2,10,Attention,domain_group_ridge,10,14.23511019463432,10.924645527054627,-2.8846325778338353
repeat,3,10,Attention,domain_group_ridge,10,13.029402705975697,9.47988738373123,-2.2544476924644896
repeat,4,10,Attention,domain_group_ridge,10,12.696358292375066,9.11303288180986,-2.090200231353769
repeat,5,10,Attention,domain_group_ridge,10,10.620360546652499,8.949301176893501,-1.1622544650610855
repeat,6,10,Attention,domain_group_ridge,10,9.491340456834825,8.391004658625494,-0.7269644001823001
repeat,7,10,Attention,domain_group_ridge,10,13.930742564757868,10.616022926888897,-2.720290169015791
repeat,8,10,Attention,domain_group_ridge,10,12.969961999212755,9.566307134778167,-2.2248215585244053
repeat,9,10,Attention,domain_group_ridge,10,12.327536124258279,9.24656025490166,-1.9132707531596034
repeat,10,10,Attention,domain_group_ridge,10,13.056176447565411,9.072423197035995,-2.2678363746323957
pooled,pooled,10,Attention,mean_baseline,100,7.300442195511173,5.854750000000001,-0.021707577625224905
pooled,pooled,10,Attention,ridge,100,7.581595788399954,6.004982223005534,-0.10191865092436991
pooled,pooled,10,Attention,domain_group_ridge,100,11.915896620694179,8.614140397300563,-1.7219599739106193
repeat,1,10,Motor,ridge,9,15.938721005578815,13.034640673629019,-2.14203964691041
repeat,2,10,Motor,ridge,9,9.586457414844602,8.971317486146498,-0.13663498187485157
repeat,3,10,Motor,ridge,9,12.10276505595284,10.311753936644957,-0.8116484577936207
repeat,4,10,Motor,ridge,9,11.487640426932394,10.121727292363014,-0.6321737540017542
repeat,5,10,Motor,ridge,9,10.65658070861729,9.550025513926666,-0.40456059543343614
repeat,6,10,Motor,ridge,9,9.462968308955354,8.316850531417915,-0.10754018984647651
repeat,7,10,Motor,ridge,9,12.504719214683863,11.626722405249247,-0.9339828210504055
repeat,8,10,Motor,ridge,9,12.126787142017239,11.068952040347241,-0.8188472697556552
repeat,9,10,Motor,ridge,9,10.802490658674822,10.519635603703374,-0.44328640952489495
repeat,10,10,Motor,ridge,9,12.799988928907315,11.85714108528225,-1.0263940955053434
repeat,1,10,Motor,domain_group_ridge,9,10.29742826892063,8.756403708706426,-0.31148181809335407
repeat,2,10,Motor,domain_group_ridge,9,11.223875808820155,9.493309439692087,-0.5580824240835784
repeat,3,10,Motor,domain_group_ridge,9,11.244107732575777,9.262217053936672,-0.5637046203197091
repeat,4,10,Motor,domain_group_ridge,9,11.578501731844945,10.61132311478952,-0.6580951661456644
repeat,5,10,Motor,domain_group_ridge,9,9.685989737231473,8.082704510807197,-0.16035995473715792
repeat,6,10,Motor,domain_group_ridge,9,10.659664663109043,9.887765535308574,-0.4053736569296431
repeat,7,10,Motor,domain_group_ridge,9,10.686565258103165,9.987386241341655,-0.41247577343252884
repeat,8,10,Motor,domain_group_ridge,9,10.954833516218244,10.15369373023301,-0.48428154287514347
repeat,9,10,Motor,domain_group_ridge,9,11.258647483837697,9.671600181497947,-0.5677512866526775
repeat,10,10,Motor,domain_group_ridge,9,14.54908868491138,12.751215919605562,-1.6180401684625512
pooled,pooled,10,Motor,mean_baseline,90,9.12010173178307,8.363690476190477,-0.028736357388194467
pooled,pooled,10,Motor,ridge,90,10.609765832407843,9.136298994829176,-0.3922470961571458
pooled,pooled,10,Motor,domain_group_ridge,90,10.014555981802644,8.593730522136243,-0.24041817362521
