candidate_id,patient_id,device_id,local_date,window_start_local,window_end_local_exclusive,plugin_event_count,plugin_dominant_movement_evidence_class,raw_row_count,first_raw_time_local,last_raw_time_local,raw_data_available,preflight_status,error_message
020__8a4d57f0-37b4-4de3-b342-ea3217c195a6__2025-07-08,020,8a4d57f0-37b4-4de3-b342-ea3217c195a6,2025-07-08,2025-07-08T00:00:00+03:00,2025-07-09T00:00:00+03:00,206,unknown,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-09,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-09,2025-07-09T00:00:00+03:00,2025-07-10T00:00:00+03:00,971,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-10,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-10,2025-07-10T00:00:00+03:00,2025-07-11T00:00:00+03:00,410,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-11,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-11,2025-07-11T00:00:00+03:00,2025-07-12T00:00:00+03:00,501,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-12,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-12,2025-07-12T00:00:00+03:00,2025-07-13T00:00:00+03:00,283,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-13,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-13,2025-07-13T00:00:00+03:00,2025-07-14T00:00:00+03:00,565,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-14,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-14,2025-07-14T00:00:00+03:00,2025-07-15T00:00:00+03:00,438,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-15,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-15,2025-07-15T00:00:00+03:00,2025-07-16T00:00:00+03:00,662,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-16,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-16,2025-07-16T00:00:00+03:00,2025-07-17T00:00:00+03:00,909,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-17,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-17,2025-07-17T00:00:00+03:00,2025-07-18T00:00:00+03:00,576,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-18,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-18,2025-07-18T00:00:00+03:00,2025-07-19T00:00:00+03:00,512,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-19,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-19,2025-07-19T00:00:00+03:00,2025-07-20T00:00:00+03:00,330,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-20,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-20,2025-07-20T00:00:00+03:00,2025-07-21T00:00:00+03:00,600,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-21,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-21,2025-07-21T00:00:00+03:00,2025-07-22T00:00:00+03:00,208,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-22,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-22,2025-07-22T00:00:00+03:00,2025-07-23T00:00:00+03:00,436,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-23,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-23,2025-07-23T00:00:00+03:00,2025-07-24T00:00:00+03:00,1094,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-24,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-24,2025-07-24T00:00:00+03:00,2025-07-25T00:00:00+03:00,380,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-25,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-25,2025-07-25T00:00:00+03:00,2025-07-26T00:00:00+03:00,647,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-26,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-26,2025-07-26T00:00:00+03:00,2025-07-27T00:00:00+03:00,367,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-27,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-27,2025-07-27T00:00:00+03:00,2025-07-28T00:00:00+03:00,451,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-28,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-28,2025-07-28T00:00:00+03:00,2025-07-29T00:00:00+03:00,492,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-29,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-29,2025-07-29T00:00:00+03:00,2025-07-30T00:00:00+03:00,216,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-30,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-30,2025-07-30T00:00:00+03:00,2025-07-31T00:00:00+03:00,538,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-07-31,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-07-31,2025-07-31T00:00:00+03:00,2025-08-01T00:00:00+03:00,349,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-01,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-01,2025-08-01T00:00:00+03:00,2025-08-02T00:00:00+03:00,392,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-02,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-02,2025-08-02T00:00:00+03:00,2025-08-03T00:00:00+03:00,280,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-03,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-03,2025-08-03T00:00:00+03:00,2025-08-04T00:00:00+03:00,551,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-04,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-04,2025-08-04T00:00:00+03:00,2025-08-05T00:00:00+03:00,671,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-05,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-05,2025-08-05T00:00:00+03:00,2025-08-06T00:00:00+03:00,741,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-06,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-06,2025-08-06T00:00:00+03:00,2025-08-07T00:00:00+03:00,376,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-07,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-07,2025-08-07T00:00:00+03:00,2025-08-08T00:00:00+03:00,384,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-08,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-08,2025-08-08T00:00:00+03:00,2025-08-09T00:00:00+03:00,390,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-09,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-09,2025-08-09T00:00:00+03:00,2025-08-10T00:00:00+03:00,250,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-10,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-10,2025-08-10T00:00:00+03:00,2025-08-11T00:00:00+03:00,516,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-11,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-11,2025-08-11T00:00:00+03:00,2025-08-12T00:00:00+03:00,903,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-12,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-12,2025-08-12T00:00:00+03:00,2025-08-13T00:00:00+03:00,746,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-13,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-13,2025-08-13T00:00:00+03:00,2025-08-14T00:00:00+03:00,798,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-14,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-14,2025-08-14T00:00:00+03:00,2025-08-15T00:00:00+03:00,414,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-15,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-15,2025-08-15T00:00:00+03:00,2025-08-16T00:00:00+03:00,346,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-16,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-16,2025-08-16T00:00:00+03:00,2025-08-17T00:00:00+03:00,207,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-17,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-17,2025-08-17T00:00:00+03:00,2025-08-18T00:00:00+03:00,282,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-18,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-18,2025-08-18T00:00:00+03:00,2025-08-19T00:00:00+03:00,423,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-19,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-19,2025-08-19T00:00:00+03:00,2025-08-20T00:00:00+03:00,687,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-20,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-20,2025-08-20T00:00:00+03:00,2025-08-21T00:00:00+03:00,397,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-21,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-21,2025-08-21T00:00:00+03:00,2025-08-22T00:00:00+03:00,1331,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-22,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-22,2025-08-22T00:00:00+03:00,2025-08-23T00:00:00+03:00,742,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-23,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-23,2025-08-23T00:00:00+03:00,2025-08-24T00:00:00+03:00,448,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-24,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-24,2025-08-24T00:00:00+03:00,2025-08-25T00:00:00+03:00,489,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-25,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-25,2025-08-25T00:00:00+03:00,2025-08-26T00:00:00+03:00,394,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-26,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-26,2025-08-26T00:00:00+03:00,2025-08-27T00:00:00+03:00,877,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-27,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-27,2025-08-27T00:00:00+03:00,2025-08-28T00:00:00+03:00,636,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-28,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-28,2025-08-28T00:00:00+03:00,2025-08-29T00:00:00+03:00,716,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-29,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-29,2025-08-29T00:00:00+03:00,2025-08-30T00:00:00+03:00,335,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-30,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-30,2025-08-30T00:00:00+03:00,2025-08-31T00:00:00+03:00,243,still,,,,,pending,
020__8551b6d6-e487-47f8-a69a-fa2cfb34230b__2025-08-31,020,8551b6d6-e487-47f8-a69a-fa2cfb34230b,2025-08-31,2025-08-31T00:00:00+03:00,2025-09-01T00:00:00+03:00,84,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-08,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-08,2025-01-08T00:00:00+02:00,2025-01-09T00:00:00+02:00,79,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-09,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-09,2025-01-09T00:00:00+02:00,2025-01-10T00:00:00+02:00,311,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-10,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-10,2025-01-10T00:00:00+02:00,2025-01-11T00:00:00+02:00,61,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-11,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-11,2025-01-11T00:00:00+02:00,2025-01-12T00:00:00+02:00,84,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-12,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-12,2025-01-12T00:00:00+02:00,2025-01-13T00:00:00+02:00,218,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-13,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-13,2025-01-13T00:00:00+02:00,2025-01-14T00:00:00+02:00,181,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-14,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-14,2025-01-14T00:00:00+02:00,2025-01-15T00:00:00+02:00,100,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-15,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-15,2025-01-15T00:00:00+02:00,2025-01-16T00:00:00+02:00,161,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-16,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-16,2025-01-16T00:00:00+02:00,2025-01-17T00:00:00+02:00,490,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-01-17,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-01-17,2025-01-17T00:00:00+02:00,2025-01-18T00:00:00+02:00,6432,still,,,,,pending,
021__230c55a2-f8a2-4e71-9df8-722abfa6f906__2025-03-27,021,230c55a2-f8a2-4e71-9df8-722abfa6f906,2025-03-27,2025-03-27T00:00:00+02:00,2025-03-28T00:00:00+02:00,7905,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-08,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-08,2025-07-08T00:00:00+03:00,2025-07-09T00:00:00+03:00,53,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-09,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-09,2025-07-09T00:00:00+03:00,2025-07-10T00:00:00+03:00,85,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-10,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-10,2025-07-10T00:00:00+03:00,2025-07-11T00:00:00+03:00,209,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-11,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-11,2025-07-11T00:00:00+03:00,2025-07-12T00:00:00+03:00,195,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-12,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-12,2025-07-12T00:00:00+03:00,2025-07-13T00:00:00+03:00,110,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-13,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-13,2025-07-13T00:00:00+03:00,2025-07-14T00:00:00+03:00,184,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-14,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-14,2025-07-14T00:00:00+03:00,2025-07-15T00:00:00+03:00,181,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-15,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-15,2025-07-15T00:00:00+03:00,2025-07-16T00:00:00+03:00,109,still,,,,,pending,
021__4084251f-4b8f-404e-bacb-7cb73892dc53__2025-07-16,021,4084251f-4b8f-404e-bacb-7cb73892dc53,2025-07-16,2025-07-16T00:00:00+03:00,2025-07-17T00:00:00+03:00,77,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-21,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-21,2025-01-21T00:00:00+02:00,2025-01-22T00:00:00+02:00,209,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-22,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-22,2025-01-22T00:00:00+02:00,2025-01-23T00:00:00+02:00,247,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-23,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-23,2025-01-23T00:00:00+02:00,2025-01-24T00:00:00+02:00,490,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-24,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-24,2025-01-24T00:00:00+02:00,2025-01-25T00:00:00+02:00,331,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-25,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-25,2025-01-25T00:00:00+02:00,2025-01-26T00:00:00+02:00,218,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-26,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-26,2025-01-26T00:00:00+02:00,2025-01-27T00:00:00+02:00,377,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-27,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-27,2025-01-27T00:00:00+02:00,2025-01-28T00:00:00+02:00,532,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-28,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-28,2025-01-28T00:00:00+02:00,2025-01-29T00:00:00+02:00,390,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-29,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-29,2025-01-29T00:00:00+02:00,2025-01-30T00:00:00+02:00,280,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-30,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-30,2025-01-30T00:00:00+02:00,2025-01-31T00:00:00+02:00,423,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-01-31,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-01-31,2025-01-31T00:00:00+02:00,2025-02-01T00:00:00+02:00,418,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-01,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-01,2025-02-01T00:00:00+02:00,2025-02-02T00:00:00+02:00,585,unknown,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-02,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-02,2025-02-02T00:00:00+02:00,2025-02-03T00:00:00+02:00,386,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-03,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-03,2025-02-03T00:00:00+02:00,2025-02-04T00:00:00+02:00,295,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-04,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-04,2025-02-04T00:00:00+02:00,2025-02-05T00:00:00+02:00,420,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-05,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-05,2025-02-05T00:00:00+02:00,2025-02-06T00:00:00+02:00,344,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-06,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-06,2025-02-06T00:00:00+02:00,2025-02-07T00:00:00+02:00,540,unknown,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-07,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-07,2025-02-07T00:00:00+02:00,2025-02-08T00:00:00+02:00,163,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-08,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-08,2025-02-08T00:00:00+02:00,2025-02-09T00:00:00+02:00,244,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-09,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-09,2025-02-09T00:00:00+02:00,2025-02-10T00:00:00+02:00,262,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-10,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-10,2025-02-10T00:00:00+02:00,2025-02-11T00:00:00+02:00,443,unknown,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-11,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-11,2025-02-11T00:00:00+02:00,2025-02-12T00:00:00+02:00,443,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-12,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-12,2025-02-12T00:00:00+02:00,2025-02-13T00:00:00+02:00,469,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-13,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-13,2025-02-13T00:00:00+02:00,2025-02-14T00:00:00+02:00,356,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-14,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-14,2025-02-14T00:00:00+02:00,2025-02-15T00:00:00+02:00,251,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-15,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-15,2025-02-15T00:00:00+02:00,2025-02-16T00:00:00+02:00,619,unknown,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-16,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-16,2025-02-16T00:00:00+02:00,2025-02-17T00:00:00+02:00,280,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-17,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-17,2025-02-17T00:00:00+02:00,2025-02-18T00:00:00+02:00,452,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-18,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-18,2025-02-18T00:00:00+02:00,2025-02-19T00:00:00+02:00,411,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-19,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-19,2025-02-19T00:00:00+02:00,2025-02-20T00:00:00+02:00,458,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-20,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-20,2025-02-20T00:00:00+02:00,2025-02-21T00:00:00+02:00,614,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-21,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-21,2025-02-21T00:00:00+02:00,2025-02-22T00:00:00+02:00,230,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-22,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-22,2025-02-22T00:00:00+02:00,2025-02-23T00:00:00+02:00,268,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-23,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-23,2025-02-23T00:00:00+02:00,2025-02-24T00:00:00+02:00,359,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-24,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-24,2025-02-24T00:00:00+02:00,2025-02-25T00:00:00+02:00,293,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-25,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-25,2025-02-25T00:00:00+02:00,2025-02-26T00:00:00+02:00,538,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-26,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-26,2025-02-26T00:00:00+02:00,2025-02-27T00:00:00+02:00,244,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-27,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-27,2025-02-27T00:00:00+02:00,2025-02-28T00:00:00+02:00,610,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-02-28,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-02-28,2025-02-28T00:00:00+02:00,2025-03-01T00:00:00+02:00,235,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-03-01,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-03-01,2025-03-01T00:00:00+02:00,2025-03-02T00:00:00+02:00,497,still,,,,,pending,
022__e543fafa-f97a-414d-8fb4-91a2f135e48d__2025-03-02,022,e543fafa-f97a-414d-8fb4-91a2f135e48d,2025-03-02,2025-03-02T00:00:00+02:00,2025-03-03T00:00:00+02:00,342,still,,,,,pending,
