Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,screen_event_count,active_screen_days,night_screen_event_count,screen_events_per_active_day,app_foreground_event_count,active_app_days,unique_foreground_apps,app_use_diversity,app_events_per_active_day,aware_log_rows,aware_log_active_days,data_logging_coverage_days,system_log_density,json_parse_errors
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,applications_foreground,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,aware_log,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,aware_log,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,screen,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,screen,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,applications_foreground,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,applications_foreground,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,aware_log,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,aware_log,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,screen,early_window,1736287200000,1736892000000,True,4725,1.0,ok_has_data,,4725.0,1.0,0.0,4725.0,,,,,,,,,,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,screen,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,applications_foreground,early_window,1736287200000,1736892000000,True,18975,1.0,ok_has_data,,,,,,18975.0,1.0,25.0,3.3721805715325384,18975.0,,,,,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,applications_foreground,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,aware_log,early_window,1736287200000,1736892000000,True,150201,7.0,ok_has_data,,,,,,,,,,,150201.0,7.0,7.0,21457.285714285714,0
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,aware_log,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,screen,early_window,1736028000000,1736632800000,True,220,1.0,ok_has_data,,220.0,1.0,0.0,220.0,,,,,,,,,,0
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,screen,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,applications_foreground,early_window,1736028000000,1736632800000,True,1584,1.0,ok_has_data,,,,,,1584.0,1.0,16.0,2.7347265393460574,1584.0,,,,,0
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,applications_foreground,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
