Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,json_parse_errors,keyboard_event_count,active_keyboard_days,keyboard_events_per_active_day,touch_event_count,active_touch_days,touch_events_per_active_day,activity_event_count,active_activity_days,still_event_count,walking_event_count,in_vehicle_event_count,activity_diversity,high_confidence_activity_event_count,mean_activity_confidence
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,plugin_google_activity_recognition,early_window,1740434400000,1741039200000,True,1835,7.0,ok_has_data,,0,,,,,,,1835.0,7.0,1091.0,0.0,147.0,1.766656902642128,1570.0,86.99128065395095
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,plugin_google_activity_recognition,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,keyboard,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,keyboard,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,touch,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,touch,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,plugin_google_activity_recognition,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,plugin_google_activity_recognition,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,keyboard,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,keyboard,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,touch,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,touch,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,plugin_google_activity_recognition,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,6a050fca-1274-4481-bc4d-6103a673b3fb,2,3,plugin_google_activity_recognition,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,keyboard,early_window,1736287200000,1736892000000,True,1950,1.0,ok_has_data,,0,1950.0,1.0,1950.0,,,,,,,,,,,
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,keyboard,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,touch,early_window,1736287200000,1736892000000,True,33675,1.0,ok_has_data,,0,,,,33675.0,1.0,33675.0,,,,,,,,
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,touch,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,plugin_google_activity_recognition,early_window,1736287200000,1736892000000,True,1508,7.0,ok_has_data,,0,,,,,,,1508.0,7.0,769.0,0.0,47.0,1.8003146564090031,1033.0,79.27718832891247
13,030,be1e1b3b-4ddf-4851-84d3-990843d5cb58,3,3,plugin_google_activity_recognition,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,keyboard,early_window,1736028000000,1736632800000,True,8569,1.0,ok_has_data,,0,8569.0,1.0,8569.0,,,,,,,,,,,
